centro_nro_registro,centro_tipo,dependecia_funcional,dependecia_patrimonial,oferta_asistecial,municipio_nombre,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_informacon_adicional,direccion_codigo_postal,localizacion_coordenada_x,localizacion_coordenada_y,latitud,longitud
CS12761,Centro Polivalente,Privado No Benéfico,Privados,Cirugía ortopédica y Traumatología,Madrid,CALLE,de Julián Camarillo,59,Locales 9 y 10,28037,447574,4476610,40.43848452362363,-3.6181475241114414
CS12767,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Villafranca,6 DUPLICADO,LOCAL 10,28028,443585,4476147,40.43405253506149,-3.665137252474175
CS12769,Consultorio de atención primaria,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Atención sanitaria domiciliaria,Madrid,CALLE,de la Fortaleza,4,,28048,433943,4487237,40.53324372441749,-3.779963475430443
CS12773,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Tutor,3,1ş IZQ.,28008,439435,4475271,40.42586930487813,-3.713979132503391
CS12774,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,de Galileo,94,1ş IZQDA,28015,439795,4476629,40.43812888982828,-3.7098641624948834
CS12776,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Ríos Rosas,54,1ş IZQDA,28003,441008,4476999,40.44154894928458,-3.6955973056802502
CS12777,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de San Antonio,4,LOCAL,28020,440483,4477950,40.450078553016525,-3.701876455660544
CS12778,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,de Francos Rodríguez,51,CHALET,28039,439922,4478679,40.45660532350288,-3.708560759874722
CS12781,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Villamayor de Santiago,23,,28051,448381,4469566,40.37507801537558,-3.6080614689976285
CS12786,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Prádena del Rincón,4,,28002,442607,4476683,40.4388141743101,-3.6767156025295322
CS12791,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12792,Centro móvil de asistencia sanitaria,,,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12793,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12798,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Joaquín María López,59,BAJO,28015,439270,4476584,40.43768533725517,-3.7160495666982363
CS12799,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de José de Cadalso,54,LOCAL 1B,28044,434530,4470211,40.37991549458063,-3.7712771975390265
CS12800,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Covarrubias,10,4ş DERECHA,28010,440858,4475607,40.428998524898546,-3.6972363438013893
CS12801,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Velázquez,73,SM EXT. IZQDA.,28006,441995,4475834,40.43112351065672,-3.6838536619884175
CS12802,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Prudencio Álvaro,10,2ş 3,28027,445126,4476457,40.43694828297886,-3.6469966248038554
CS12803,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,del León,3,1ş,28014,440734,4474004,40.4145491172479,-3.6985487069969256
CS12807,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de los Artistas,26,LOCAL A,28020,440546,4477651,40.4473895419469,-3.7011055655784877
CS12809,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,del Ensanche de Vallecas,67,"PORTAL 2, 1ş C",28051,449073,4468359,40.36424704897641,-3.599813865117373
CS1281,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Francos Rodríguez,62,1ş-E,28039,439974,4478702,40.456816274213615,-3.7079496904024043
CS12810,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Santa Engracia,25,BAJO A,28010,440871,4475797,40.430711057106826,-3.697100768584129
CS12812,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Pablo Casals,4,10ş A,28011,438524,4473659,40.41128090220508,-3.724561968155231
CS12815,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Las Marismas,51,BAJO A,28038,444579,4472621,40.402355170610726,-3.6531114069677386
CS12816,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Cerro Blanco,1,LOCAL,28026,439302,4470455,40.38247482898455,-3.715087634158103
CS12817,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,de Badajoz,21,2ş D,28027,444783,4477218,40.44378107300745,-3.6511066877295475
CS12826,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de Logrońo,122,LOCAL,28042,450716,4480286,40.47179238654261,-3.581387881929914
CS12830,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Abada,2,4ş 4A,28013,440293,4474505,40.41903084146374,-3.7037932843504384
CS12831,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Pinos de Osuna,8,2ş A,28042,449715,4478251,40.453399894686086,-3.5930345249389233
CS12832,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Bravo Murillo,248,3ş C,28020,440720,4479001,40.45956333830481,-3.699179877199138
CS12837,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Príncipe de Vergara,55,BAJO B,28006,442345,4476028,40.43289549162867,-3.679745188519289
CS12838,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Ferraz,28,2ş IZQUIERDA,28008,439224,4475230,40.4254845719799,-3.716462432770181
CS12839,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Pediatría,Madrid,CALLE,de Félix Boix,16,1ş IZQUIERDA. ,28036,441859,4479347,40.46276073083333,-3.6857785232082354
CS12844,Otros centros especializados,Privado No Benéfico,Privados,Psiquiatría,Madrid,AVDA,de Felipe II,14,3ş DCHA.,28009,442697,4475013,40.42377618287198,-3.675503936028014
CS12849,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Puerto de Porzuna,9,,28031,447273,4469626,40.375549176043215,-3.6211177307460956
CS12851,Otros centros especializados,Privado No Benéfico,Privados,Cirugía menor ambulatoria,Madrid,CALLE,del Azahar,6,PLANTA BAJA,28020,441142,4479507,40.46415159583602,-3.6942498593272823
CS12852,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Moratín,15,LOCAL,28014,440838,4473766,40.412412496140945,-3.697300847041593
CS12853,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Fernández de la Hoz,31,BAJO D,28010,441063,4476354,40.435742396752005,-3.6948889964015943
CS12855,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Dulce Chacón,41,1ş B,28050,443186,4481861,40.485499758660175,-3.67035265507145
CS12856,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,de Isabel de Valois,12,6ş A,28050,443663,4482751,40.49354976753505,-3.6648039711454654
CS12861,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,de Pradillo,6,6ş C,28002,442704,4477731,40.44826175312619,-3.6756664862391033
CS12862,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,de Oporto,31,BAJO A,28019,438521,4470786,40.38539937718122,-3.7243198995893696
CS12864,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Virgen de Lluc,4,LOCAL,28027,444412,4476167,40.43428838984632,-3.6553892168851037
CS12871,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Carretas,33,3ş IZQDA C,28012,440340,4474029,40.4147461797137,-3.7031946684154624
CS12872,Centro de diagnóstico,Privado No Benéfico,Privados,Genética,Madrid,CALLE,de Faraday,7,PLANT-1 LOCAL 5,28049,441642,4488913,40.54891949500211,-3.6892194477102516
CS12875,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Castelló,48,1ş D,28001,442212,4475384,40.427084792076386,-3.6812545909557453
CS12876,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Ibiza,32,1ş C,28009,442747,4474377,40.41805020666951,-3.6748573035082135
CS12878,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Isabel la Católica,12,2ş DERECHA,28013,439839,4474811,40.421754730499075,-3.7091733460714003
CS12881,Centro Polivalente,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,del Príncipe de Vergara,80,BAJO,28006,442403,4476292,40.43527775165566,-3.679085347132764
CS12887,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Arapiles,17,Bajo Izda.,28015,439945,4476007,40.432536490025534,-3.7080368934905032
CS1289,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Hermanos Gómez,18,BAJO,28017,444856,4475842,40.43139016914884,-3.650126526461453
CS12890,Consulta médica,Privado No Benéfico,Privados,Psiquiatría,Madrid,CALLE,de Cea Bermúdez,44,7ş D,28003,439654,4476740,40.43911860476983,-3.7115370837735138
CS12893,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Doctor Casteló,12,3ş B,28009,442473,4474637,40.420373524949355,-3.678110322029147
CS12894,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Alcalá,372,1ş G,28027,445488,4476298,40.43553973027879,-3.6427150486990465
CS12895,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Alonso Núńez,25,BAJO A,28039,439846,4478882,40.45842853037853,-3.7094762764680436
CS12896,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Arapiles,1,LOCAL,28015,440213,4476091,40.43331250629721,-3.7048853541003433
CS12897,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,de San Gregorio,5,BAJO A,28004,440832,4474983,40.423375391703516,-3.6974847701061493
CS12898,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Psicología clínica,Madrid,CALLE,de Fuencarral,43,1ş 17,28004,440546,4474944,40.423003674070856,-3.7008523128785678
CS12901,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Bahía de Santa Pola,44,,28042,449832,4479781,40.46719012715932,-3.5917756943430676
CS12906,Centro de reconocimiento,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,del Mar de Kara,9,Local A,28033,445371,4480338,40.47192648871821,-3.644442047909058
CS12907,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Numancia,6,3ş - 7,28039,439600,4478408,40.45414070868589,-3.7123323717829484
CS12909,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Zurbano,71,BAJO PUERTA 4,28010,441216,4476518,40.43723061275407,-3.69310036632943
CS12911,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Peso Hispano,14 A,2ş D,28054,436735,4468784,40.36723075083948,-3.745161427646384
CS12913,Clínica dental,Privado No Benéfico,Privados,Implantación de tejidos,Madrid,PASEO,de Extremadura,83,LOCAL,28011,437801,4473724,40.411812738301386,-3.7330890113893176
CS12914,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Raimundo Fernández Villaverde,36,,28003,440774,4477432,40.44543296925731,-3.698396666027713
CS12915,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de Bretón de los Herreros,7,BAJO,28003,440629,4476801,40.439738302838194,-3.700047421616722
CS12921,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Rufino Blanco,8,LOCAL,28028,443462,4475453,40.42779227065144,-3.666525609580525
CS12922,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12923,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Antonio Acuńa,25,BAJO-B,28009,442410,4474694,40.42088265236839,-3.6788580586275854
CS12924,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12925,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12927,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12929,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS1293,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Bohemios,9,LOCAL 3,28041,440929,4467519,40.35614262902638,-3.695649176696194
CS12931,Centro móvil de asistencia sanitaria,Privado Benéfico (Cruz Roja),Privado Benéfico/Cruz Roja,Extracción de sangre para donación,Madrid,CALLE,de Juan Montalvo,3,,28040,439803,4477686,40.44765136732068,-3.7098700047881725
CS12932,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Bravo Murillo,191,2ş A,28020,440386,4478431,40.45440465081711,-3.7030654422379867
CS12933,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de las Fuentes,11,1ş I,28013,439873,4474326,40.41738808641487,-3.7087267339931986
CS12935,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Sierra de Atapuerca,31,LOCAL 30 B ,28050,443310,4484032,40.505065501907644,-3.6690839141040397
CS1294,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de los Hermanos García Noblejas,158,LOCAL 6-A,28037,446632,4475122,40.42501982942097,-3.6291289443074306
CS12941,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de Francisco Pi y Margall,10-20,,28050,441421,4466807,40.349763210275725,-3.689790181272148
CS12945,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Bohonal,15 y 17,Local,28053,442636,4470057,40.3791256168566,-3.67577637035412
CS12946,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Nicolás Salmerón,45,BAJO A,28017,446950,4474352,40.41810353975737,-3.625316177818166
CS1295,Consulta médica,Privado No Benéfico,Privados,Otorrinolaringología,Madrid,CALLE,de Fernán González,29,ESC. 1 - 1ş A,28009,442806,4474841,40.422234217847894,-3.6742036274040806
CS12950,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Psicología clínica,Madrid,AVDA,de Pablo Iglesias,15,ENTREP. IZQDA.,28003,439931,4477566,40.44657961634114,-3.7083493315102456
CS12952,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Riobamba,43,BAJO,28027,446177,4477032,40.44219689139919,-3.634654156915177
CS12953,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de El Padrino,1,PORTAL F 1ş B,28018,443935,4470429,40.382565227109446,-3.6605072105982193
